Sample,Sample Type,Lat,Lng,Elevation(masl),Thickness(cm),Density(g/cm3),Shielding,10Be-conc(at/g),10Be-unc(at/g),10Be-std,Sample Year,Published Age (yr),Published Unc (yr),Reference,Height (cm),Regions
Site-3,boulder,37.413,-118.628,1743,3,2.65,0.991,370000,20000,KNSTD,1989,17500,1200,"Nishiizumi K, Kohl CP, Arnold JR, Dorn R, Klein J, Fink D, Middleton R, Lal D, 1993. Role of in situ cosmogenic nuclides 10Be and 26Al in the study of diverse geomorphic processes. Earth Surface Processes and Landforms 18, 407-425.",NA,Sierra Nevada
Site-5,boulder,37.411,-118.616,1609,3,2.65,0.994,1760000,90000,KNSTD,1989,95000,4000,"Nishiizumi K, Kohl CP, Arnold JR, Dorn R, Klein J, Fink D, Middleton R, Lal D, 1993. Role of in situ cosmogenic nuclides 10Be and 26Al in the study of diverse geomorphic processes. Earth Surface Processes and Landforms 18, 407-425.",NA,Sierra Nevada
Site-6,boulder,37.419,-118.613,1585,3,2.65,0.995,1940000,1.00E+05,KNSTD,1989,115000,6000,"Nishiizumi K, Kohl CP, Arnold JR, Dorn R, Klein J, Fink D, Middleton R, Lal D, 1993. Role of in situ cosmogenic nuclides 10Be and 26Al in the study of diverse geomorphic processes. Earth Surface Processes and Landforms 18, 407-425.",NA,Sierra Nevada
SG1,boulder,34.1166,-116.83268,2850,3,2.65,0.99,1012474,27091,KNSTD,2001,14254,381,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG10,boulder,34.12123,-116.83128,2822,3,2.65,0.99,480765,18429,KNSTD,2001,14973,574,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG11,boulder,34.10428,-116.83888,3142,3,2.65,0.99,75475,5212,KNSTD,2001,2027,140,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG12,boulder,34.10423,-116.83883,3145,3,2.65,0.99,253542,11012,KNSTD,2001,6685,290,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG13,boulder,34.10418,-116.8388,3149,3,2.65,0.99,135730,7091,KNSTD,2001,3912,204,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG14,boulder,34.10432,-116.83873,3142,3,2.65,0.99,236411,7585,KNSTD,2001,6314,203,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG15,boulder,34.10835,-116.83818,3037,3,2.65,0.99,503736,13151,KNSTD,2001,13805,360,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG16,boulder,34.10893,-116.83782,3018,3,2.65,0.99,451488,11886,KNSTD,2001,12486,329,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG17,boulder,34.10912,-116.8377,3016,3,2.65,0.99,476375,12673,KNSTD,2001,13207,351,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG18,boulder,34.10925,-116.8377,3011,3,2.65,0.99,493580,13488,KNSTD,2001,13734,375,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG19,boulder,34.10907,-116.83782,3019,3,2.65,0.99,324403,9465,KNSTD,2001,8960,261,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG2,boulder,34.11742,-116.83195,2825,3,2.65,0.99,1120663,29938,KNSTD,2001,16085,430,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG20,boulder,34.12152,-116.8579,2932,3,2.65,0.99,684650,17155,KNSTD,2001,19860,498,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG21,boulder,34.1234,-116.85512,2886,3,2.65,0.99,440836,11728,KNSTD,2001,13196,351,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG22,boulder,34.12372,-116.85322,2848,3,2.65,0.99,501659,13043,KNSTD,2001,15375,400,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG23,boulder,34.1232,-116.85213,2964,3,2.65,0.99,480477,12583,KNSTD,2001,13740,360,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG24,boulder,34.1231,-116.85182,2847,3,2.65,0.99,475828,11941,KNSTD,2001,14602,366,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG25,boulder,34.12553,-116.84997,2764,3,2.65,0.99,619049,15446,KNSTD,2001,19861,496,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG26,boulder,34.1255,-116.84972,2761,3,2.65,0.99,647705,15939,KNSTD,2001,20800,512,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG27,boulder,34.12578,-116.84978,2758,3,2.65,0.99,617677,15429,KNSTD,2001,19890,497,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG28,boulder,34.1256,-116.8495,2750,3,2.65,0.99,1019704,24378,KNSTD,2001,32174,769,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG29,boulder,34.10482,-116.82312,3157,3,2.65,0.99,408038,10834,KNSTD,2001,10343,275,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG3,boulder,34.11778,-116.83132,2824,3,2.65,0.99,1134244,38667,KNSTD,2001,16190,552,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG30,boulder,34.10485,-116.82313,3160,3,2.65,0.99,499585,14190,KNSTD,2001,12731,362,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG31,boulder,34.10512,-116.82368,3167,3,2.65,0.99,496404,12813,KNSTD,2001,12590,325,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG32,boulder,34.10512,-116.82365,3166,3,2.65,0.99,439130,11580,KNSTD,2001,11098,293,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG33,boulder,34.10498,-116.81927,3081,3,2.65,0.99,602483,17755,KNSTD,2001,16086,474,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG34,boulder,34.10485,-116.81943,3076,3,2.65,0.99,890216,21729,KNSTD,2001,23598,576,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG35,boulder,34.10535,-116.81932,3077,3,2.65,0.99,580793,14755,KNSTD,2001,15545,395,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG36,boulder,34.10538,-116.81928,3079,3,2.65,0.99,582355,21375,KNSTD,2001,15568,571,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG37,boulder,34.10592,-116.81205,2913,3,2.65,0.99,644138,16149,KNSTD,2001,18922,474,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG38,boulder,34.10592,-116.81227,2916,3,2.65,0.99,503209,13011,KNSTD,2001,14822,383,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG39,boulder,34.10657,-116.81147,2915,3,2.65,0.99,679130,16894,KNSTD,2001,19909,495,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG4,boulder,34.11795,-116.83057,2825,3,2.65,0.99,1113386,29041,KNSTD,2001,15888,414,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG40A,boulder,34.10692,-116.81172,2923,3,2.65,0.99,574972,14621,KNSTD,2001,16828,428,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG40B,boulder,34.10692,-116.81172,2923,3,2.65,0.99,547307,13942,KNSTD,2001,16033,408,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG41,boulder,34.1077,-116.84707,3123,3,2.65,0.99,398245,13581,KNSTD,2001,10734,366,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG42,boulder,34.1077,-116.84715,3126,3,2.65,0.99,335301,11213,KNSTD,2001,9289,311,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG43,boulder,34.10758,-116.84693,3128,3,2.65,0.99,313451,11278,KNSTD,2001,8484,305,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG44,boulder,34.10775,-116.8472,3121,3,2.65,0.99,292923,10497,KNSTD,2001,7920,284,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG45,boulder,34.10847,-116.84692,3098,3,2.65,0.99,445983,14354,KNSTD,2001,12327,397,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG46,boulder,34.10842,-116.84695,3093,3,2.65,0.99,358531,12160,KNSTD,2001,9744,331,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG47,boulder,34.10847,-116.84703,3093,3,2.65,0.99,180856,10522,KNSTD,2001,5400,314,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG48,boulder,34.1097,-116.84523,3048,3,2.65,0.99,494655,28256,KNSTD,2001,13926,796,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG49,boulder,34.10958,-116.84512,3049,3,2.65,0.99,440894,13387,KNSTD,2001,12350,375,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG5,boulder,34.11828,-116.83032,2816,3,2.65,0.99,1174714,30854,KNSTD,2001,16836,442,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG50,boulder,34.10962,-116.8448,3045,3,2.65,0.99,470939,14409,KNSTD,2001,13218,404,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG6,boulder,34.12077,-116.83025,2800,3,2.65,0.99,1079593,28622,KNSTD,2001,15645,415,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG7,boulder,34.12085,-116.83047,2797,3,2.65,0.99,503007,12960,KNSTD,2001,15891,409,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG8,boulder,34.12105,-116.8309,2804,3,2.65,0.99,516507,14172,KNSTD,2001,16241,446,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
SG9,boulder,34.12115,-116.83115,2798,3,2.65,0.99,497380,13536,KNSTD,2001,15707,428,"Owen LA, Finkel RC, Minnich RA, Perez AE, 2003b. Extreme southwestern margin of late Quaternary glaciation in North America: timing and controls. Geology 31, 729-732.",NA,Sierra Nevada
BRL-872,boulder,43.236,-109.086,1940,3,2.65,0.999,448000,26000,KNSTD,1992,19200,1100,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
BRL-873,boulder,43.243,-109.084,1905,3,2.65,1,342000,20000,KNSTD,1992,15000,900,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
BRL-874,boulder,43.246,-109.079,1885,3,2.65,1,2430000,70000,KNSTD,1992,111000,3300,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
BRL-875,boulder,43.245,-109.069,1850,3,2.65,0.998,2720000,80000,KNSTD,1992,126000,4000,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
BRL-876,boulder,43.247,-109.067,1830,3,2.65,0.999,2770000,140000,KNSTD,1992,131000,7000,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
BRL-877,boulder,43.387,-109.329,2110,3,2.65,0.998,7010000,270000,KNSTD,1992,283000,15000,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
WY-91-007,boulder,42.914,-109.848,2300,3,2.65,0.999,3320000,1.00E+05,KNSTD,1991,114000,4000,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
WY-92-144,boulder,43.388,-109.328,2090,3,2.65,0.999,7740000,230000,KNSTD,1992,331000,11000,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
WY-92-145,boulder,43.382,-109.332,2150,3,2.65,0.999,3980000,120000,KNSTD,1992,154000,5000,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
WY-93-320,boulder,43.244,-109.074,1880,3,2.65,0.997,2560000,80000,KNSTD,1993,118000,4000,"Phillips FM, Zreda MG, Gosse JC, Klein J, Evenson EB, Hall RD, Chadwick OA, Sharma P, 1997. Cosmogenic 36Cl and 10Be ages of Quaternary glacial and fluvial deposits of the Wind River Range, Wyoming. Geological Society of America Bulletin 109, 1453-1463.",NA,Northern Rockies
CT-1,boulder,38.9298,-120.0947,2221,2,2.7,1,2264082,40297,07KNSTD,2015,120060,8450,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-10,boulder,38.9316,-120.0921,2134,2,2.7,1,1628473,32999,07KNSTD,2015,91780,6550,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-11,boulder,38.9316,-120.0922,2132,4,2.7,1,461631,44616,07KNSTD,2015,25330,2890,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-12,boulder,38.9314,-120.0924,2135,1,2.7,1,282113,28712,07KNSTD,2015,15580,1820,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-13,boulder,38.9323,-120.0924,2126,2,2.7,1,265453,9106,07KNSTD,2015,14920,1130,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-14,boulder,38.9327,-120.0919,2130,2,2.7,1,376066,22221,07KNSTD,2015,20680,1740,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-15,boulder,38.9329,-120.0916,2126,2,2.7,1,378789,12898,07KNSTD,2015,20860,1510,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-16,boulder,38.9341,-120.0898,2116,2.5,2.7,1,437984,15108,07KNSTD,2015,24060,1810,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-2,boulder,38.93,-120.0946,2217,2,2.7,1,1296687,40464,07KNSTD,2015,67970,5330,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-3,boulder,38.9303,-120.0945,2213,2,2.7,1,451899,33472,07KNSTD,2015,23220,2200,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-4,boulder,38.9301,-120.0945,2217,2,2.7,1,495417,25143,07KNSTD,2015,25250,2120,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-5,boulder,38.93,-120.0961,2218,2,2.7,1,454396,14081,07KNSTD,2015,23270,1690,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-6,boulder,38.9301,-120.0959,2214,2,2.7,1,427324,18990,07KNSTD,2015,22030,1700,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-7,boulder,38.9306,-120.0953,2209,2,2.7,1,410880,22778,07KNSTD,2015,21350,1760,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-8,boulder,38.9304,-120.0956,2206,2,2.7,1,415943,28695,07KNSTD,2015,21620,1960,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
CT-9,boulder,38.9317,-120.0922,2124,2,2.7,1,1183383,44866,07KNSTD,2015,65960,5150,"Pierce IKD, Wesnousky SG, Owen LA, 2017. Terrestrial cosmogenic surface exposure dating of moraines at Lake Tahoe in the Sierra Nevada of California and slip rate estimate for the West Tahoe Fault. Geomorphology 298, 63-71.",NA,Sierra Nevada
14LB01,bedrock,40.6058,-111.6986,2696,4,2.65,0.9879,435000,10000,07KNSTD,2014,14900,700,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",_,Uinta and Wasatch
14LB02,bedrock,40.6063,-111.6968,2697,2,2.65,0.9896,438000,12300,07KNSTD,2014,14700,700,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",_,Uinta and Wasatch
14MBLL01,boulder,40.6321,-111.726,2012,2,2.65,0.9843,361000,12300,07KNSTD,2014,19600,1000,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",90,Uinta and Wasatch
14MBLL02,boulder,40.6319,-111.7257,2016,2,2.65,0.9831,370000,11800,07KNSTD,2014,20000,1000,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",80,Uinta and Wasatch
14MBLL04,boulder,40.6317,-111.7253,2021,3,2.65,0.9837,382000,13800,07KNSTD,2014,20700,1100,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",180,Uinta and Wasatch
14MBLL06,boulder,40.6311,-111.7241,2040,2,2.65,0.9589,376000,12800,07KNSTD,2014,20500,1100,"Quirk BJ, Moore JR, Laabs BJC, Caffee MW, Plummer MA, 2018. Termination II, last glacial maximum, and lateglacial chronologies and paleoclimate from Big Cottonwood Canyon, Wasatch Mountains, Utah. Geological Society of America Bulletin 130, 1889-1902.",120,Uinta and Wasatch
DRC1701,boulder,40.4846,-111.74715,1769,1.5,2.65,0.98533,256000,28000,07KNSTD,2017,17141,2051,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",200,Uinta and Wasatch
DRC17-03,boulder,40.48464,-111.74803,1741,1,2.65,0.9867,272000,15800,07KNSTD,2017,18404,1385,"Quirk BJ, Moore JR, Laabs BJC, Plummer MA, Caffee MW, 2020. Latest Pleistocene glacial and climate history of the Wasatch Range, Utah. Quaternary Science Reviews 238, 106313.",200,Uinta and Wasatch
